0.883146,3.62444,-51.1620,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-2.21574,0.00000,-50.6120,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-5.17653,3.61105,-48.9609,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-7.51362,7.13057,-46.0093,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-8.31167,8.45762,-42.0054,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-4.99224,16.8945,-39.2626,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-2.17200,24.7948,-37.0899,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
1.56131,32.1175,-34.2197,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
5.90033,39.5714,-30.8840,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
10.2394,42.6992,-27.5484,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
12.7130,34.7712,-24.5134,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
10.1260,41.0621,-20.7261,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
7.85920,36.5003,-18.6750,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
5.82472,28.4367,-18.2711,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
3.77379,27.7823,-17.9907,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
1.36444,31.0834,-17.6746,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-1.04505,27.2474,-17.3596,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-2.56214,21.9514,-17.1612,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-4.70391,11.4588,-16.8812,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-5.95328,3.98252,-16.7179,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-7.35654,0.00000,-17.0374,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-10.4562,3.22773,-19.2240,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-12.8103,2.08207,-21.3586,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-13.4540,9.14354,-24.1785,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-12.6871,14.0960,-26.6386,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-11.4502,18.0523,-28.3434,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-9.52607,23.7280,-30.8641,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-7.19999,30.8151,-33.8911,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-5.41585,37.2400,-36.2120,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-3.70923,42.9187,-38.4319,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-1.77882,46.2439,-40.9534,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
-0.419578,51.2009,-43.6726,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
2.22660,52.1876,-47.1953,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
3.93162,47.1764,-49.4151,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
5.40537,40.1460,-51.3323,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
6.80167,31.5908,-53.1486,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
7.57740,26.1580,-54.1577,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
8.58586,18.4631,-55.4695,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
9.51674,10.7957,-56.6803,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
13.2225,14.3704,-60.2711,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
15.0752,11.0500,-58.9845,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
18.8161,16.1904,-55.7170,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
20.6273,20.2420,-54.3206,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
22.3420,24.9006,-53.0018,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
24.1582,29.7989,-51.6055,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
26.4790,36.9627,-49.8214,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
29.1026,44.7535,-47.8045,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
32.2308,53.8548,-45.3998,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
34.6526,59.5051,-43.5381,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
38.4870,63.6439,-40.5903,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
41.2283,57.6347,-38.3165,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
40.4896,49.1627,-36.2494,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
38.7858,38.6053,-35.4374,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
36.8413,25.4636,-35.1179,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
35.5936,16.1854,-34.9493,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
33.7199,1.16564,-34.7029,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
29.1953,3.61105,-32.5154,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
27.7156,7.81451,-30.6430,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
25.7754,14.1637,-28.1268,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
24.1463,18.1531,-26.0082,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
21.9742,25.2389,-23.1829,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
19.4143,32.1093,-19.8529,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
16.6216,36.5093,-16.2202,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
13.9066,40.4797,-12.6885,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
11.3466,48.0500,-9.35851,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
8.86426,54.6412,-6.12947,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
5.76132,62.2326,-2.09316,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
2.89111,69.1068,1.64042,0.00000,0.130000,0.00000,1.00000,1.00000,1.00000,1
