-15.8311,11.2060,37.8827,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
-9.69401,0.00000,37.5043,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
-2.41799,12.0481,37.0557,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
5.39716,0.00000,36.5738,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
13.9310,11.0476,36.0476,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
20.9376,0.00000,35.6155,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
20.4917,11.0575,5.14151,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
-16.5629,11.4896,3.59147,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
-17.4608,12.5018,-33.5312,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
-12.6947,0.00000,-33.7273,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
-6.04168,13.3196,-34.0042,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
2.77067,0.00000,-34.3710,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
9.78458,13.3082,-34.6629,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
20.6651,0.00000,-35.1157,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1,0
