2.84100,15.2600,38.4853,0.00000,0.00000,0.00000,1.01667,1.01667,1.01667,3,0
-16.6093,0.500000,38.6905,0.00000,0.00000,0.00000,1.01667,1.01667,1.01667,2,0
21.6150,0.500000,38.2911,0.00000,0.00000,0.00000,1.01667,1.01667,1.01667,2,0
0.625578,15.5840,-33.8872,-0.0360000,0.00000,0.00000,1.01667,1.01667,1.01667,3,0
-16.6477,0.500000,-33.7145,0.00000,0.00000,0.00000,1.01667,1.01667,1.01667,2,0
21.1445,0.500000,-34.0924,0.00000,0.00000,0.00000,1.01667,1.01667,1.01667,2,0
2.51522,0.500000,0.155121,0.00000,0.00000,0.00000,4.01667,4.01667,4.01667,0,4
-9.59051,0.500000,-13.0260,0.00000,0.00000,0.00000,3.01667,3.01667,3.01667,0,4
-9.74100,0.500000,12.6620,0.00000,0.00000,0.00000,3.01667,3.01667,3.01667,0,4
13.9610,0.500000,12.0130,0.00000,0.00000,0.00000,3.01667,3.01667,3.01667,0,4
12.3296,0.500000,-12.9920,0.00000,0.00000,0.00000,3.01667,3.01667,3.01667,0,4
