0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.00000,3.00000
-45.1900,20.2400,0.670000,3.34000,5.53000,0.00000,200.000,200.000,159.360
52.9500,7.42000,0.00000,0.00000,3.49000,0.00000,200.000,200.000,200.000
7.42000,65.7700,0.00000,4.66000,0.00000,0.00000,197.300,33.5600,200.000
39.8000,5.73000,23.9500,0.00000,2.76000,0.00000,67.1200,200.000,200.000
-77.2300,5.06000,168.300,0.00000,0.00000,5.18000,102.360,99.8300,39.2900
0.00000,11.3000,-114.670,5.82000,4.20000,6.28000,200.000,200.000,200.000
55.3200,12.6500,-97.4700,5.63000,4.97000,6.28000,152.950,114.330,130.350
-4.72000,34.2300,110.960,1.01000,0.220000,0.280000,38.6200,186.340,25.6300
68.4700,13.3200,87.3500,5.33000,6.28000,0.00000,85.8300,85.1600,85.1600
73.5200,47.2200,-31.3700,0.00000,4.52000,5.89000,50.0800,85.5000,200.000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.0000,50.0000,30.0000
